id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
1011,772,0.1,100,741,1471,929,13,6,18,No,2,dual,high,Dual,7.0,10.0,6.154296875,Touch,a,507.1,1090011,622.7,42.888888888888886,2,3,2,2,0,1,0
1012,536,0.7,135,547,705,1211,15,10,7,Yes,4,triple,medium,Single,,,52.5654296875,LCD,a,747.74,385635,179.1,76.57142857142857,3,2,2,1,1,0,1
1013,1694,1.0,186,1194,1208,1653,7,5,6,No,3,hexa,medium,Single,,,52.5712890625,LCD,none,968.34,1442352,613.7,282.3333333333333,6,2,-1,1,1,0,0
1014,1633,0.9,111,146,906,511,9,0,7,No,4,dual,medium,Dual,3.0,19.0,32.6142578125,Touch,none,871.03,132276,inf,233.28571428571428,2,2,-1,2,0,1,0
1015,1371,0.5,167,471,663,3034,13,6,8,No,2,quad,low,Single,4.0,19.0,51.8115234375,LCD,none,759.82,312273,280.7,171.375,4,1,-1,1,1,0,0
1016,551,0.1,172,169,1916,1414,6,1,19,Yes,4,hepta,high,Single,,15.0,53.0322265625,LCD,a,673.04,323804,4866.6,29.0,7,3,2,1,1,0,1
1017,1221,0.5,139,1895,1976,2438,13,11,10,No,4,single,low,Single,1.0,7.0,27.51953125,Touch,b,1006.69,3744520,456.3,122.1,1,1,1,1,0,1,0
1018,1000,0.7,179,1537,1761,3744,11,1,7,Yes,2,octa,low,Single,12.0,18.0,62.37109375,LCD,b,1106.85,2706657,4472.9,142.85714285714286,8,1,1,1,1,0,1
1019,1986,0.2,162,236,1520,1377,5,3,15,No,4,quad,high,Dual,3.0,20.0,63.3271484375,Touch,b,694.53,358720,1286.9,132.4,4,3,1,2,0,1,0
1020,1119,0.4,164,821,915,3520,7,4,7,No,4,quad,low,Dual,,1.0,22.78515625,LCD,none,843.3,751215,581.0,159.85714285714286,4,1,-1,2,1,0,0
1021,1699,0.5,97,466,1768,3796,17,10,12,No,2,quad,low,Dual,1.0,3.0,58.4306640625,Touch,n,803.64,823888,449.1,141.58333333333334,4,1,4,2,0,1,0
1022,1099,0.3,146,393,1096,1699,17,10,3,No,4,triple,low,Single,13.0,20.0,60.2216796875,Touch,g,767.82,430728,278.4,366.3333333333333,3,1,3,1,0,1,0
1023,1576,0.2,90,400,631,336,14,8,13,No,3,triple,high,Single,7.0,16.0,56.9736328125,Touch,n,711.92,252400,200.3,121.23076923076923,3,3,4,1,0,1,0
1024,950,0.1,156,774,843,1095,14,12,13,Yes,2,penta,low,Single,9.0,10.0,54.5126953125,Touch,none,534.19,652482,178.4,73.07692307692308,5,1,-1,1,0,1,1
1025,1081,1.0,99,284,519,325,9,1,6,Yes,2,triple,high,Dual,13.0,17.0,48.302734375,LCD,a,399.29,147396,1318.3,180.16666666666666,3,3,2,2,1,0,1
1026,606,0.2,146,465,1152,1223,19,12,7,No,4,quad,high,Single,1.0,2.0,52.3408203125,LCD,none,713.36,535680,243.8,86.57142857142857,4,3,-1,1,1,0,0
1027,502,0.2,199,705,1810,1649,6,1,14,No,2,dual,medium,Dual,7.0,12.0,36.6416015625,Touch,none,504.36,1276050,4597.4,35.857142857142854,2,2,-1,2,0,1,0
1028,957,0.1,160,38,1682,1898,12,4,3,Yes,4,dual,low,Single,,,3.8466796875,Touch,none,739.98,63916,1068.1,319.0,2,1,-1,1,0,1,1
1029,1658,0.3,159,51,739,2609,12,11,19,Yes,4,penta,medium,Dual,,,36.994140625,LCD,none,1061.2,37689,170.6,87.26315789473684,5,2,-1,2,1,0,1
1030,1681,0.3,167,850,1005,2265,5,3,20,Yes,3,single,high,Dual,6.0,7.0,18.2041015625,Touch,a,883.99,854250,850.9,84.05,1,3,2,2,0,1,1
1031,1983,1.0,87,349,676,2775,9,4,3,Yes,2,hexa,low,Dual,3.0,10.0,42.6083984375,Touch,a,646.07,235924,429.3,661.0,6,1,2,2,0,1,1
1032,1753,0.9,113,387,1595,1445,17,16,12,No,4,hepta,medium,Single,8.0,17.0,11.80078125,Touch,b,745.82,617265,253.2,146.08333333333334,7,2,1,1,0,1,0
1033,1632,0.1,132,706,1623,2614,5,4,15,Yes,3,quad,medium,Single,,1.0,40.623046875,LCD,none,1212.2,1145838,1030.6,108.8,4,2,-1,1,1,0,1
1034,1949,0.3,145,951,1178,356,5,3,19,Yes,2,hepta,medium,Single,7.0,11.0,56.1171875,LCD,none,630.41,1120278,997.4,102.57894736842105,7,2,-1,1,1,0,1
1035,1696,0.9,97,179,772,523,5,0,4,No,2,triple,medium,Single,1.0,2.0,13.5810546875,Touch,b,468.09,138188,inf,424.0,3,2,1,1,0,1,0
1036,688,0.8,131,426,1964,3745,17,1,4,No,2,hepta,high,Dual,,3.0,56.201171875,Touch,none,1417.35,836664,4988.6,172.0,7,3,-1,2,0,1,0
1037,1104,0.4,199,653,1413,1229,6,0,3,No,4,dual,medium,Single,1.0,13.0,58.720703125,Touch,n,856.68,922689,inf,368.0,2,2,4,1,0,1,0
1038,1122,0.6,184,1578,1963,1402,14,10,3,No,2,triple,high,Single,,4.0,28.11328125,Touch,none,1000.21,3097614,498.6,374.0,3,3,-1,1,0,1,0
1039,504,0.9,172,280,1795,2085,13,5,8,Yes,4,penta,low,Dual,2.0,14.0,45.4248046875,LCD,none,807.4,502600,911.9,63.0,5,1,-1,2,1,0,1
1040,1154,0.7,156,251,1801,587,8,3,4,No,4,hepta,low,Single,12.0,14.0,14.1103515625,Touch,b,665.97,452051,1524.8,288.5,7,1,1,1,0,1,0
1041,1727,0.6,85,1463,1992,2457,19,13,7,No,4,hepta,medium,Single,2.0,8.0,61.8828125,LCD,g,1214.74,2914296,389.2,246.71428571428572,7,2,3,1,1,0,0
1042,1674,0.2,89,1432,1649,2030,7,0,6,No,4,triple,high,Dual,,7.0,50.9716796875,LCD,none,1198.46,2361368,inf,279.0,3,3,-1,2,1,0,0
1043,1948,0.2,135,477,571,816,16,2,3,No,4,dual,high,Dual,5.0,14.0,18.357421875,LCD,none,999.23,272367,725.2,649.3333333333334,2,3,-1,2,1,0,0
1044,1218,0.8,150,1122,1746,1667,10,0,12,Yes,2,hepta,high,Dual,3.0,14.0,38.4384765625,LCD,none,690.34,1959012,inf,101.5,7,3,-1,2,1,0,1
1045,531,0.7,189,145,1903,2958,17,1,19,No,2,hepta,medium,Single,10.0,14.0,61.5087890625,Touch,none,506.57,275935,4833.6,27.94736842105263,7,2,-1,1,0,1,0
1046,1057,0.5,154,416,1055,3705,6,4,13,No,3,penta,medium,Single,4.0,13.0,5.255859375,LCD,none,969.89,438880,669.9,81.3076923076923,5,2,-1,1,1,0,0
1047,576,0.8,162,847,893,2800,11,6,16,No,2,octa,medium,Single,1.0,5.0,29.595703125,Touch,n,841.83,756371,378.0,36.0,8,2,4,1,0,1,0
1048,1960,0.2,165,868,877,3773,11,9,6,Yes,2,hepta,medium,Single,1.0,9.0,7.30078125,Touch,a,1155.9,761236,247.5,326.6666666666667,7,2,2,1,0,1,1
1049,673,0.1,88,594,1088,2050,7,2,17,Yes,4,single,medium,Dual,3.0,5.0,21.966796875,Touch,none,746.28,646272,1381.8,39.588235294117645,1,2,-1,2,0,1,1
1050,718,0.8,88,518,830,1754,17,11,9,No,4,single,low,Dual,,7.0,20.90625,LCD,g,703.76,429940,191.7,79.77777777777777,1,1,3,2,1,0,0
1051,864,0.3,103,663,1805,1904,12,8,13,No,4,triple,medium,Single,3.0,7.0,34.44140625,Touch,b,852.98,1196715,573.1,66.46153846153847,3,2,1,1,0,1,0
1052,547,0.4,154,371,541,2705,17,3,10,No,3,penta,medium,Dual,1.0,4.0,36.779296875,Touch,none,894.19,200711,458.0,54.7,5,2,-1,2,0,1,0
1053,623,0.1,102,1749,1781,3537,16,13,3,Yes,4,octa,low,Single,1.0,7.0,3.5615234375,LCD,g,938.91,3114969,348.0,207.66666666666666,8,1,3,1,1,0,1
1054,1793,0.4,154,586,722,1370,16,3,19,No,3,penta,low,Dual,11.0,13.0,26.9375,LCD,n,728.62,423092,611.3,94.36842105263158,5,1,4,2,1,0,0
1055,1720,0.1,137,409,646,1222,13,2,7,Yes,2,dual,low,Dual,,3.0,18.8369140625,LCD,none,337.99,264214,820.4,245.71428571428572,2,1,-1,2,1,0,1
1056,812,1.0,106,35,1309,3102,6,0,2,No,2,quad,low,Dual,1.0,7.0,62.9873046875,LCD,none,998.59,45815,inf,406.0,4,1,-1,2,1,0,0
1057,980,0.9,160,1008,1758,2268,7,5,4,Yes,4,hexa,low,Single,,,32.5634765625,Touch,none,958.17,1772064,893.1,245.0,6,1,-1,1,0,1,1
1058,643,0.2,187,442,1079,2648,7,5,18,No,4,octa,medium,Single,9.0,12.0,18.08984375,Touch,n,874.98,476918,548.1,35.72222222222222,8,2,4,1,0,1,0
1059,1925,0.8,175,983,1087,2173,7,3,19,No,4,octa,high,Dual,,11.0,15.939453125,Touch,none,1040.8,1068521,920.3,101.3157894736842,8,3,-1,2,0,1,0
1060,1408,0.1,151,875,982,3162,19,18,3,Yes,3,quad,high,Single,3.0,6.0,31.8369140625,LCD,none,938.38,859250,138.6,469.3333333333333,4,3,-1,1,1,0,1
1061,1522,0.2,124,952,1191,1368,14,5,17,Yes,3,single,low,Dual,4.0,5.0,27.853515625,LCD,b,734.49,1133832,605.0,89.52941176470588,1,1,1,2,1,0,1
1062,587,0.6,111,244,1361,2746,10,4,7,Yes,4,single,high,Single,16.0,17.0,50.583984375,LCD,b,815.64,332084,864.2,83.85714285714286,1,3,1,1,1,0,1
1063,1959,0.7,191,65,1055,619,7,4,8,No,3,hexa,low,Dual,5.0,20.0,17.626953125,Touch,a,524.88,68575,669.9,244.875,6,1,2,2,0,1,0
1064,1872,0.7,89,1749,1767,724,17,3,9,No,3,hexa,low,Dual,3.0,6.0,16.9931640625,LCD,g,909.33,3090483,1496.1,208.0,6,1,3,2,1,0,0
1065,1043,0.1,111,716,1626,912,16,9,6,Yes,2,triple,low,Single,7.0,8.0,41.591796875,Touch,none,503.0,1164216,458.9,173.83333333333334,3,1,-1,1,0,1,1
1066,1809,0.7,123,433,1661,2784,12,6,20,No,3,hexa,low,Single,6.0,19.0,23.220703125,Touch,b,1024.74,719213,703.2,90.45,6,1,1,1,0,1,0
1067,1703,0.2,92,134,521,793,7,3,17,Yes,4,hexa,low,Single,5.0,7.0,22.6572265625,Touch,none,915.69,69814,441.1,100.17647058823529,6,1,-1,1,0,1,1
1068,1095,0.5,197,179,1247,560,9,1,10,Yes,3,single,low,Single,4.0,5.0,44.69140625,Touch,none,503.74,223213,3167.4,109.5,1,1,-1,1,0,1,1
1069,1414,0.6,137,804,1564,312,5,2,8,No,2,quad,high,Single,1.0,20.0,26.673828125,LCD,b,607.58,1257456,1986.3,176.75,4,3,1,1,1,0,0
1070,1659,0.1,88,787,1515,545,12,0,9,Yes,2,hepta,high,Single,2.0,18.0,40.546875,Touch,a,701.29,1192305,inf,184.33333333333334,7,3,2,1,0,1,1
1071,1540,0.8,197,704,822,1591,19,0,2,No,3,hepta,low,Dual,1.0,12.0,59.2822265625,LCD,n,928.59,578688,inf,770.0,7,1,4,2,1,0,0
1072,1342,0.6,86,991,1638,2746,15,5,10,No,4,hepta,medium,Single,,1.0,30.6884765625,Touch,none,1187.5,1623258,832.1,134.2,7,2,-1,1,0,1,0
1073,1189,0.5,198,379,932,893,9,6,13,Yes,3,triple,high,Single,13.0,14.0,7.919921875,Touch,none,602.44,353228,394.5,91.46153846153847,3,3,-1,1,0,1,1
1074,518,0.6,128,489,710,2514,16,12,7,Yes,4,hexa,high,Single,,,60.6025390625,Touch,a,887.25,347190,150.3,74.0,6,3,2,1,0,1,1
1075,1449,0.2,144,1518,1883,1032,10,0,8,No,4,single,low,Dual,3.0,12.0,9.724609375,Touch,a,876.08,2858394,inf,181.125,1,1,2,2,0,1,0
1076,516,0.4,91,855,1401,819,8,0,10,No,4,penta,medium,Dual,,7.0,38.53515625,Touch,a,684.05,1197855,inf,51.6,5,2,2,2,0,1,0
1077,1569,0.9,111,1261,1383,3672,15,2,15,No,3,triple,low,Dual,8.0,16.0,57.8173828125,LCD,a,902.01,1743963,1756.4,104.6,3,1,2,2,1,0,0
1078,1312,0.9,156,115,1791,3833,14,13,17,Yes,2,hexa,low,Dual,,,23.849609375,Touch,none,1025.86,205965,349.9,77.17647058823529,6,1,-1,2,0,1,1
1079,1893,0.1,179,1203,1432,1482,15,7,17,Yes,2,octa,low,Dual,1.0,3.0,22.8603515625,Touch,none,876.82,1722696,519.6,111.3529411764706,8,1,-1,2,0,1,1
1080,1076,0.2,105,545,1300,2043,7,5,14,No,2,penta,high,Single,3.0,4.0,13.8349609375,LCD,none,762.2,708500,660.4,76.85714285714286,5,3,-1,1,1,0,0
1081,530,0.9,118,818,1090,1229,16,11,2,Yes,2,hexa,high,Single,1.0,2.0,39.6728515625,Touch,none,466.8,891620,251.7,265.0,6,3,-1,1,0,1,1
1082,1044,0.6,129,42,1262,1816,17,16,15,Yes,3,quad,high,Dual,7.0,13.0,32.8232421875,LCD,g,750.07,53004,200.3,69.6,4,3,3,2,1,0,1
1083,1330,0.7,126,1103,1637,2166,10,1,4,No,3,hepta,medium,Single,11.0,20.0,36.724609375,LCD,none,810.23,1805611,4158.0,332.5,7,2,-1,1,1,0,0
1084,1836,0.7,104,168,1068,2469,18,6,7,No,3,penta,medium,Dual,,1.0,14.255859375,Touch,g,766.84,179424,452.1,262.2857142857143,5,2,3,2,0,1,0
1085,1741,0.1,140,719,755,2575,13,10,7,Yes,4,penta,low,Single,1.0,3.0,54.3154296875,Touch,n,787.82,542845,191.8,248.71428571428572,5,1,4,1,0,1,1
1086,1869,0.4,152,163,874,1375,15,3,19,No,4,single,high,Single,,13.0,29.8076171875,LCD,none,816.49,142462,740.0,98.36842105263158,1,3,-1,1,1,0,0
1087,1331,0.9,146,1162,1531,1732,6,2,11,No,3,triple,low,Single,8.0,15.0,54.41796875,LCD,g,834.24,1779022,1944.4,121.0,3,1,3,1,1,0,0
1088,1655,0.1,105,626,1348,673,10,3,12,Yes,4,triple,low,Dual,6.0,12.0,4.1279296875,LCD,none,792.35,843848,1141.3,137.91666666666666,3,1,-1,2,1,0,1
1089,605,0.9,162,329,656,2301,15,9,8,No,4,dual,medium,Single,9.0,14.0,18.537109375,LCD,none,738.89,215824,185.1,75.625,2,2,-1,1,1,0,0
1090,1245,0.7,105,330,1434,2676,17,8,7,Yes,3,penta,low,Single,2.0,3.0,29.447265625,LCD,none,769.25,473220,455.3,177.85714285714286,5,1,-1,1,1,0,1
1091,1709,0.8,136,956,1292,1781,18,3,17,Yes,4,dual,low,Single,8.0,10.0,57.0419921875,LCD,none,915.23,1235152,1093.9,100.52941176470588,2,1,-1,1,1,0,1
1092,846,0.1,123,1140,1983,2248,16,8,13,Yes,4,quad,high,Single,,15.0,57.3330078125,LCD,none,1032.23,2260620,629.6,65.07692307692308,4,3,-1,1,1,0,1
1093,1403,0.9,90,217,1623,921,14,13,18,Yes,3,quad,high,Dual,3.0,13.0,60.9072265625,LCD,none,708.02,352191,317.1,77.94444444444444,4,3,-1,2,1,0,1
1094,688,1.0,89,271,869,391,5,2,8,Yes,3,triple,medium,Single,,2.0,2.28125,Touch,b,453.94,235499,1103.6,86.0,3,2,1,1,0,1,1
1095,775,0.1,185,444,1555,1719,19,3,18,Yes,4,hepta,high,Dual,1.0,14.0,10.1328125,Touch,a,754.71,690420,1316.6,43.05555555555556,7,3,2,2,0,1,1
1096,1154,0.8,159,1003,1827,3262,16,15,16,No,4,penta,medium,Single,6.0,16.0,34.359375,LCD,none,945.96,1832481,309.4,72.125,5,2,-1,1,1,0,0
1097,1375,0.1,194,227,772,1947,15,13,15,No,4,dual,low,Dual,2.0,3.0,34.9375,Touch,n,756.73,175244,150.8,91.66666666666667,2,1,4,2,0,1,0
1098,1827,0.9,130,253,1764,2693,8,3,7,Yes,2,hepta,low,Single,4.0,9.0,60.4833984375,Touch,g,766.39,446292,1493.5,261.0,7,1,3,1,0,1,1
1099,1697,0.1,90,88,1046,441,15,1,11,No,4,quad,low,Single,,,58.673828125,Touch,none,866.56,92048,2656.8,154.27272727272728,4,1,-1,1,0,1,0
1100,741,0.3,178,334,594,1886,19,11,9,No,3,penta,medium,Single,1.0,13.0,13.9228515625,Touch,g,774.29,198396,137.2,82.33333333333333,5,2,3,1,0,1,0
1101,1672,0.7,174,1281,1896,1267,17,4,20,Yes,4,single,low,Dual,13.0,20.0,31.943359375,Touch,none,981.36,2428776,1204.0,83.6,1,1,-1,2,0,1,1
1102,514,0.1,186,168,1320,687,6,0,20,Yes,3,triple,low,Single,4.0,7.0,56.4892578125,Touch,b,535.79,221760,inf,25.7,3,1,1,1,0,1,1
1103,1375,0.1,105,898,1687,2890,17,1,12,Yes,2,single,medium,Dual,2.0,13.0,12.27734375,LCD,none,1073.06,1514926,4285.0,114.58333333333333,1,2,-1,2,1,0,1
1104,989,0.7,124,46,1069,1737,8,5,10,Yes,4,single,medium,Dual,4.0,12.0,54.2841796875,LCD,g,808.57,49174,543.1,98.9,1,2,3,2,1,0,1
1105,1510,0.7,138,118,1170,887,18,6,5,Yes,2,dual,high,Dual,11.0,13.0,46.36328125,LCD,none,635.46,138060,495.3,302.0,2,3,-1,2,1,0,1
1106,1266,0.4,86,1187,1595,398,16,8,3,No,3,hepta,high,Single,1.0,2.0,17.986328125,Touch,a,585.25,1893265,506.4,422.0,7,3,2,1,0,1,0
1107,1396,0.1,138,1191,1347,2389,7,3,15,No,2,hepta,high,Dual,,1.0,45.271484375,LCD,n,771.51,1604277,1140.5,93.06666666666666,7,3,4,2,1,0,0
1108,808,0.8,161,526,1324,3431,15,6,13,No,2,single,high,Single,3.0,9.0,44.5830078125,Touch,n,931.97,696424,560.5,62.15384615384615,1,3,4,1,0,1,0
1109,1542,0.8,182,346,966,3601,14,4,16,No,2,dual,high,Single,1.0,11.0,42.5400390625,LCD,none,876.39,334236,613.4,96.375,2,3,-1,1,1,0,0
1110,745,0.8,102,89,1538,2459,14,1,16,Yes,3,octa,low,Dual,5.0,10.0,34.6962890625,Touch,none,763.64,136882,3906.5,46.5625,8,1,-1,2,0,1,1
1111,1735,0.7,148,137,846,3230,6,1,9,Yes,4,hexa,medium,Dual,,,58.18359375,Touch,none,1114.08,115902,2148.8,192.77777777777777,6,2,-1,2,0,1,1
1112,586,0.3,188,1226,1389,3646,15,4,11,No,3,dual,low,Dual,1.0,5.0,56.01953125,Touch,g,1054.29,1702914,882.0,53.27272727272727,2,1,3,2,0,1,0
1113,1341,0.4,107,473,574,2200,18,14,15,Yes,2,octa,medium,Dual,,1.0,35.3818359375,Touch,none,740.54,271502,104.1,89.4,8,2,-1,2,0,1,1
1114,781,0.2,88,368,607,3862,17,10,9,Yes,2,dual,medium,Dual,1.0,7.0,63.041015625,LCD,none,747.67,223376,154.2,86.77777777777777,2,2,-1,2,1,0,1
1115,501,0.5,174,239,1636,3077,17,3,17,Yes,2,hexa,low,Dual,14.0,20.0,21.9521484375,LCD,none,609.16,391004,1385.1,29.470588235294116,6,1,-1,2,1,0,1
1116,1224,0.2,139,622,709,621,11,4,14,Yes,4,dual,medium,Dual,2.0,9.0,43.4970703125,Touch,b,671.23,440998,450.2,87.42857142857143,2,2,1,2,0,1,1
1117,1970,0.3,80,654,882,2372,14,12,2,No,4,octa,medium,Dual,11.0,19.0,57.3662109375,Touch,none,1322.01,576828,186.7,985.0,8,2,-1,2,0,1,0
1118,618,0.9,138,853,1781,2574,14,3,5,Yes,4,dual,medium,Dual,,1.0,61.8623046875,Touch,none,1153.33,1519193,1507.9,123.6,2,2,-1,2,0,1,1
1119,1537,0.8,158,686,1305,2857,17,14,2,No,4,quad,high,Single,11.0,17.0,45.603515625,Touch,a,1308.92,895230,236.8,768.5,4,3,2,1,0,1,0
1120,1018,0.6,153,992,1433,3143,17,12,20,No,2,octa,medium,Single,8.0,10.0,15.7421875,Touch,none,653.4,1421536,303.3,50.9,8,2,-1,1,0,1,0
1121,1545,0.1,173,115,1352,3197,14,9,6,No,4,penta,medium,Dual,15.0,20.0,34.8505859375,LCD,g,1140.1,155480,381.6,257.5,5,2,3,2,1,0,0
1122,1871,0.4,144,275,1966,2727,15,8,11,No,4,octa,medium,Single,4.0,5.0,40.8037109375,LCD,none,1200.71,540650,624.2,170.0909090909091,8,2,-1,1,1,0,0
1123,1729,0.9,186,461,1178,1519,9,4,5,Yes,3,single,medium,Dual,1.0,6.0,12.0966796875,LCD,n,834.46,543058,748.0,345.8,1,2,4,2,1,0,1
1124,680,0.1,131,1428,1500,2438,14,2,17,Yes,4,triple,medium,Dual,9.0,11.0,9.5322265625,LCD,none,1152.97,2142000,1905.0,40.0,3,2,-1,2,1,0,1
1125,1106,0.7,107,614,1212,2674,9,3,9,Yes,3,triple,medium,Single,4.0,9.0,53.111328125,LCD,b,553.35,744168,1026.2,122.88888888888889,3,2,1,1,1,0,1
1126,635,0.3,97,193,989,2107,13,12,12,Yes,4,penta,low,Dual,1.0,13.0,49.2294921875,LCD,none,644.49,190877,209.3,52.916666666666664,5,1,-1,2,1,0,1
1127,618,0.2,143,1105,1602,2262,16,15,4,No,2,single,low,Single,8.0,14.0,15.9326171875,Touch,none,598.2,1770210,271.3,154.5,1,1,-1,1,0,1,0
1128,1671,0.9,179,398,1263,815,16,6,10,No,3,octa,low,Dual,13.0,18.0,5.75,Touch,b,711.33,502674,534.7,167.1,8,1,1,2,0,1,0
1129,1562,0.1,105,480,728,2829,13,10,3,Yes,4,hepta,medium,Dual,,9.0,51.216796875,Touch,g,1087.02,349440,184.9,520.6666666666666,7,2,3,2,0,1,1
1130,1975,0.9,151,775,1607,3022,13,5,19,Yes,2,single,medium,Dual,2.0,17.0,30.5615234375,LCD,a,853.64,1245425,816.4,103.94736842105263,1,2,2,2,1,0,1
1131,831,0.7,134,1482,1490,2573,16,12,18,Yes,4,octa,low,Single,2.0,9.0,61.0244140625,LCD,a,866.34,2208180,315.4,46.166666666666664,8,1,2,1,1,0,1
1132,1524,0.6,174,154,550,2678,16,5,13,Yes,3,quad,medium,Dual,,1.0,9.9990234375,LCD,a,980.74,84700,279.4,117.23076923076923,4,2,2,2,1,0,1
1133,1528,0.8,129,454,1762,1282,11,9,11,Yes,4,penta,medium,Dual,3.0,6.0,54.423828125,Touch,a,662.94,799948,497.3,138.9090909090909,5,2,2,2,0,1,1
1134,1447,0.2,155,737,1455,568,12,11,8,Yes,2,octa,high,Dual,2.0,16.0,9.447265625,LCD,none,679.39,1072335,336.0,180.875,8,3,-1,2,1,0,1
1135,1344,0.5,190,419,556,2074,8,1,5,No,3,single,medium,Single,1.0,3.0,14.03125,Touch,none,828.49,232964,1412.2,268.8,1,2,-1,1,0,1,0
1136,564,0.7,130,853,1737,2227,9,2,14,No,3,dual,high,Dual,1.0,3.0,8.23046875,LCD,g,847.14,1481661,2206.0,40.285714285714285,2,3,3,2,1,0,0
1137,921,0.1,83,1211,1229,1080,10,0,6,No,2,dual,low,Dual,1.0,3.0,59.53515625,LCD,a,625.17,1488319,inf,153.5,2,1,2,2,1,0,0
1138,1413,0.2,200,314,1606,2867,5,4,15,Yes,2,hexa,medium,Single,2.0,6.0,10.794921875,Touch,none,665.93,504284,1019.8,94.2,6,2,-1,1,0,1,1
1139,831,0.5,86,172,1239,1075,12,11,3,No,3,hexa,high,Single,10.0,12.0,54.1259765625,Touch,none,653.93,213108,286.1,277.0,6,3,-1,1,0,1,0
1140,802,0.6,153,527,734,3063,17,13,4,No,2,penta,low,Dual,3.0,6.0,42.6328125,Touch,none,904.13,386818,143.4,200.5,5,1,-1,2,0,1,0
1141,1923,1.0,86,874,1264,2479,9,2,15,No,3,quad,medium,Single,3.0,4.0,23.8974609375,Touch,none,809.08,1104736,1605.3,128.2,4,2,-1,1,0,1,0
1142,1193,0.4,196,674,864,2394,19,11,14,Yes,3,triple,high,Single,10.0,17.0,55.26171875,Touch,none,895.16,582336,199.5,85.21428571428571,3,3,-1,1,0,1,1
1143,904,0.8,112,657,1014,2814,13,3,19,Yes,4,triple,medium,Dual,10.0,11.0,30.423828125,LCD,none,813.23,666198,858.5,47.578947368421055,3,2,-1,2,1,0,1
1144,1285,1.0,140,475,500,2094,8,0,10,No,4,hepta,high,Single,1.0,2.0,50.3544921875,LCD,none,1023.03,237500,inf,128.5,7,3,-1,1,1,0,0
1145,1635,0.6,182,1209,1411,2315,10,1,2,No,4,quad,high,Dual,,,2.37109375,Touch,none,962.15,1705899,3583.9,817.5,4,3,-1,2,0,1,0
1146,1923,0.9,154,15,525,2519,13,0,16,No,4,quad,medium,Dual,5.0,6.0,14.068359375,LCD,g,915.14,7875,inf,120.1875,4,2,3,2,1,0,0
1147,1851,0.9,198,293,1967,735,7,6,14,Yes,4,hexa,medium,Dual,3.0,11.0,12.4169921875,LCD,n,711.76,576331,832.7,132.21428571428572,6,2,4,2,1,0,1
1148,727,1.0,131,813,1377,1891,19,13,7,Yes,4,hepta,medium,Single,,1.0,31.7314453125,LCD,b,842.94,1119501,269.0,103.85714285714286,7,2,1,1,1,0,1
1149,1396,0.1,118,173,1843,1386,7,1,8,No,4,hexa,medium,Dual,,1.0,43.3935546875,Touch,b,619.93,318839,4681.2,174.5,6,2,1,2,0,1,0
1150,877,0.8,135,457,652,3260,14,12,6,No,4,single,medium,Dual,9.0,14.0,45.44140625,LCD,none,943.89,297964,138.0,146.16666666666666,1,2,-1,2,1,0,0
1151,696,0.2,103,533,797,2022,14,11,4,Yes,4,triple,high,Single,11.0,13.0,34.8798828125,LCD,n,725.71,424801,184.0,174.0,3,3,4,1,1,0,1
1152,1009,0.6,102,912,1043,1716,7,5,15,Yes,2,octa,medium,Dual,2.0,14.0,2.3359375,LCD,none,816.63,951216,529.8,67.26666666666667,8,2,-1,2,1,0,1
1153,1526,0.3,116,798,1418,3317,7,1,8,No,4,penta,medium,Dual,2.0,6.0,37.8232421875,Touch,a,1160.48,1131564,3601.7,190.75,5,2,2,2,0,1,0
1154,987,0.8,192,412,565,1454,11,3,8,No,3,hepta,medium,Dual,1.0,3.0,20.1484375,Touch,none,700.42,232780,478.4,123.375,7,2,-1,2,0,1,0
1155,1414,0.5,101,130,887,2290,13,0,12,Yes,4,quad,medium,Dual,,1.0,48.2998046875,Touch,none,713.33,115310,inf,117.83333333333333,4,2,-1,2,0,1,1
1156,1732,0.3,172,201,656,3940,17,11,20,No,2,penta,low,Single,2.0,3.0,60.1923828125,Touch,g,908.53,131856,151.5,86.6,5,1,3,1,0,1,0
1157,1587,0.9,148,299,874,461,17,4,4,Yes,3,octa,low,Single,,15.0,49.6640625,LCD,a,671.0,261326,555.0,396.75,8,1,2,1,1,0,1
1158,1097,0.1,160,1277,1352,2219,15,6,12,No,4,hepta,low,Single,10.0,15.0,21.1025390625,LCD,g,1132.76,1726504,572.3,91.41666666666667,7,1,3,1,1,0,0
1159,504,0.5,178,626,1195,470,6,0,16,No,3,triple,high,Dual,,,38.9345703125,LCD,none,550.59,748070,inf,31.5,3,3,-1,2,1,0,0
1160,1159,0.2,80,378,751,2495,10,0,9,No,4,octa,high,Single,13.0,18.0,28.0185546875,Touch,a,911.17,283878,inf,128.77777777777777,8,3,2,1,0,1,0
1161,1910,0.6,146,333,639,2944,8,7,2,No,3,hepta,medium,Single,,2.0,28.4375,Touch,a,886.92,212787,231.9,955.0,7,2,2,1,0,1,0
1162,865,0.1,159,805,1804,2361,16,11,19,No,3,triple,medium,Dual,8.0,9.0,58.3759765625,LCD,b,870.25,1452220,416.6,45.526315789473685,3,2,1,2,1,0,0
